"word","count"
"fecceehjim","1"
"fecceeiiim","3"
"fecceeiijm","2"
"fecceejijm","2"
"fecceejhjm","3"
"fdcceejhjm","1"
"fdcceekgkm","3"
"fdcdeekgkm","2"
"fdcdeelgkm","3"
"fdcdfelfkm","3"
"fdcdffmfkm","4"
"fccdffmekm","1"
"fccdffnekm","1"
"fccdfenfkm","1"
"fccdffmfkm","2"
"fccdffmflm","5"
"fcceffmflm","1"
"eccefflglm","2"
"ecceeglglm","2"
"ecceegkglm","1"
"ecceehkhlm","2"
"ecceehkilm","1"
"ecceehjilm","3"
"ecceehjill","1"
"ecceehjiml","1"
"ecceeiiiml","3"
"ecceeiijml","2"
"ecceejijml","2"
"ecceejhjml","1"
"ecceejhjmk","2"
"dcceejhjmk","1"
"dcceekgkmk","3"
"dcdeekgkmk","2"
"dcdeelgkmk","3"
"dcdfelfkmk","1"
"dcdfelfkmj","2"
"dcdffmfkmj","4"
"ccdffmekmj","1"
"ccdffnekmj","1"
"ccdfenfkmj","1"
"ccdffmfkmj","2"
"ccdffmflmj","5"
"cceffmflmj","1"
"ccefflglmj","2"
"cceeglglmj","1"
"cceeglglmk","1"
"cceegkglmk","1"
"cceehkhlmk","2"
"cceehkilmk","1"
"cceehjilmk","3"
"cceehjillk","1"
"cceehjimlk","1"
"cceeiiimlk","2"
"cceeiiimll","1"
"cceeiijmll","2"
"cceejijmll","2"
"cceejhjmll","1"
"cceejhjmkl","3"
"cceekgkmkl","2"
"cceekgkmkm","1"
"cdeekgkmkm","2"
"cdeelgkmkm","3"
"cdfelfkmkm","1"
"cdfelfkmjm","2"
"cdffmfkmjn","6"
"cdffmekmjn","1"
"cdffnekmjn","1"
"cdfenfkmjn","1"
"cdffmflmjn","5"
"ceffmflmjn","1"
"cefflglmjo","2"
"ceeglglmjo","1"
"ceeglglmko","1"
"ceegkglmko","1"
"ceehkhlmko","2"
"ceehkilmko","1"
"ceehjilmko","3"
"ceehjillko","1"
"ceehjimlko","1"
"ceeiiimlko","1"
"ceeiiimlkn","1"
"ceeiiimlln","1"
"ceeiijmlln","2"
"ceejijmlln","2"
"ceejhjmlln","1"
"ceejhjmkln","3"
"ceekgkmkln","2"
"ceekgkmkmn","1"
"deekgkmkmn","2"
"deelgkmkmn","3"
"dfelfkmkmn","1"
"dfelfkmjmn","2"
"dffmfkmjnn","1"
"dffmfkmjnm","5"
"dffmekmjnm","1"
"dffnekmjnm","1"
"dfenfkmjnm","1"
"dffmflmjnm","1"
"dffmflmjnl","4"
"effmflmjnl","1"
"efflglmjol","2"
"eeglglmjol","1"
"eeglglmkol","1"
"eegkglmkol","1"
"eehkhlmkol","2"
"eehkilmkol","1"
"eehjilmkok","3"
"eehjillkok","1"
"eehjimlkok","1"
"eeiiimlkok","1"
"eeiiimlknk","1"
"eeiiimllnk","1"
"eeiijmllnk","2"
"eejijmllnk","2"
"eejhjmllnk","1"
"eejhjmklnk","3"
"eekgkmklnk","2"
"eekgkmkmnk","3"
"eelgkmkmnk","3"
"felfkmkmnk","1"
"felfkmjmnk","2"
"ffmfkmjnnk","1"
"ffmfkmjnmk","5"
"ffmekmjnmk","1"
"ffnekmjnmk","1"
"fenfkmjnmk","1"
"ffmflmjnmk","1"
"ffmflmjnlk","5"
"fflglmjolk","2"
"eglglmjolk","1"
"eglglmkolk","1"
"egkglmkolk","1"
"ehkhlmkolk","2"
"ehkilmkolk","1"
"ehjilmkokk","3"
"ehjillkokk","1"
"ehjimlkokk","1"
"eiiimlkokk","1"
"eiiimlknkk","1"
"eiiimllnkk","1"
"eiijmllnkk","2"
"ejijmllnkk","2"
"ejhjmllnkk","1"
"ejhjmklnkk","3"
"ekgkmklnkk","2"
"ekgkmkmnkk","3"
"elgkmkmnkk","3"
"elfkmkmnkk","1"
"elfkmjmnkk","2"
"fmfkmjnnkk","1"
"fmfkmjnmkk","5"
"fmekmjnmkk","1"
"fnekmjnmkk","1"
"enfkmjnmkk","1"
"fmflmjnmkk","1"
"fmflmjnlkk","5"
"flglmjolkk","2"
"glglmjolkk","1"
"glglmkolkk","1"
"gkglmkolkk","1"
"hkhlmkolkk","2"
"hkilmkolkk","1"
"hjilmkokkk","3"
"hjillkokkk","1"
"hjimlkokkk","1"
"iiimlkokkk","1"
"iiimlknkkk","1"
"iiimllnkkk","1"
"iijmllnkkl","2"
"jijmllnkkl","2"
"jhjmllnkkl","1"
"jhjmklnkkl","3"
"kgkmklnkkl","2"
"kgkmkmnkkl","1"
"kgkmkmnkkm","2"
"lgkmkmnkkm","3"
"lfkmkmnkkm","1"
"lfkmjmnkkm","2"
"mfkmjnnkkm","1"
"mfkmjnmkkm","3"
"mekmjnmkkn","1"
"nekmjnmkkn","1"
"nfkmjnmkkn","1"
"mfkmjnmkkn","2"
"mflmjnmkkn","1"
"mflmjnlkkn","5"
"lglmjolkkn","3"
"lglmkolkkn","1"
"kglmkolkkn","1"
"khlmkolkko","2"
"kilmkolkko","1"
"jilmkokkko","3"
"jillkokkko","1"
"jimlkokkko","1"
"iimlkokkko","1"
"iimlknkkko","1"
"iimllnkkko","1"
"ijmllnkklo","4"
"hjmllnkklo","1"
"hjmklnkklo","3"
"gkmklnkklo","2"
"gkmkmnkkln","1"
"gkmkmnkkmn","5"
"fkmkmnkkmn","1"
"fkmjmnkkmn","2"
"fkmjnnkkmn","1"
"fkmjnmkkmn","3"
"ekmjnmkknn","2"
"fkmjnmkknn","3"
"flmjnmkknn","1"
"flmjnlkknn","1"
"flmjnlkknm","4"
"glmjolkknm","3"
"glmkolkknm","2"
"hlmkolkkom","2"
"ilmkolkkom","1"
"ilmkokkkom","3"
"illkokkkom","1"
"imlkokkkom","2"
"imlknkkkom","1"
"imllnkkkom","1"
"jmllnkklon","5"
"jmklnkklon","3"
"kmklnkklon","2"
"kmkmnkklnn","1"
"kmkmnkkmnn","5"
"kmkmnkkmno","1"
"kmjmnkkmno","2"
"kmjnnkkmno","1"
"kmjnmkkmno","3"
"kmjnmkknno","5"
"lmjnmkknno","1"
"lmjnlkknno","1"
"lmjnlkknmp","4"
"lmjolkknmp","3"
"lmkolkknmp","2"
"lmkolkkomp","3"
"lmkokkkomp","3"
"llkokkkomo","1"
"mlkokkkomo","2"
"mlknkkkomo","1"
"mllnkkkomo","1"
"mllnkklono","5"
"mklnkklono","5"
"mkmnkklnnn","1"
"mkmnkkmnnn","5"
"mkmnkkmnon","1"
"mjmnkkmnon","2"
"mjnnkkmnon","1"
"mjnmkkmnon","3"
"mjnmkknnon","1"
"mjnmkknnom","5"
"mjnlkknnom","1"
"mjnlkknmpm","1"
"mjnlkknmpl","3"
"mjolkknmpl","3"
"mkolkknmpl","2"
"mkolkkompl","3"
"mkokkkompl","3"
"lkokkkomol","3"
"lknkkkomol","1"
"llnkkkomol","1"
"llnkklonol","3"
"llnkklonok","2"
"klnkklonok","5"
"kmnkklnnnk","1"
"kmnkkmnnnk","5"
"kmnkkmnonk","1"
"jmnkkmnonk","2"
"jnnkkmnonk","1"
"jnmkkmnonk","3"
"jnmkknnonk","1"
"jnmkknnomk","5"
"jnlkknnomk","1"
"jnlkknmpmk","1"
"jnlkknmplk","3"
"jolkknmpll","3"
"kolkknmpll","2"
"kolkkompll","3"
"kokkkompll","3"
"kokkkomoll","3"
"knkkkomoll","1"
"lnkkkomoll","1"
"lnkklonoll","3"
"lnkklonokl","7"
"mnkklnnnkl","1"
"mnkkmnnnkl","5"
"mnkkmnonkl","3"
"nnkkmnonkl","1"
"nmkkmnonkl","3"
"nmkknnonkl","1"
"nmkknnomkl","5"
"nlkknnomkl","1"
"nlkknmpmkl","1"
"nlkknmplkl","3"
"olkknmplll","5"
"olkkomplll","3"
"okkkomplll","3"
"okkkomolll","3"
"nkkkomolll","2"
"nkklonolll","3"
"nkklonokll","7"
"nkklnnnkll","1"
"nkkmnnnkll","1"
"nkkmnnnklm","4"
"nkkmnonklm","4"
"mkkmnonklm","3"
"mkknnonklm","1"
"mkknnomklm","5"
"lkknnomklm","1"
"lkknmpmklm","1"
"lkknmplklm","3"
"lkknmplllm","5"
"lkkomplllm","3"
"kkkomplllm","3"
"kkkomolllm","5"
"kklonolllm","3"
"kklonokllm","7"
"kklnnnkllm","1"
"kkmnnnkllm","1"
"kkmnnnklmm","4"
"kkmnonklmm","7"
"kknnonklmm","1"
"kknnomklmm","6"
"kknmpmklmm","1"
"kknmplklmm","3"
"kknmplllmm","5"
"kkomplllmm","6"
"kkomolllmm","4"
"kkomolllml","1"
"klonolllml","3"
"klonokllml","7"
"klnnnkllml","1"
"kmnnnkllml","1"
"kmnnnklmml","4"
"kmnonklmml","7"
"knnonklmml","1"
"knnomklmml","6"
"knmpmklmml","1"
"knmplklmml","3"
"knmplllmml","5"
"komplllmml","6"
"komolllmml","4"
"komolllmll","1"
"lonolllmll","3"
"lonokllmll","7"
"lnnnkllmll","1"
"mnnnkllmll","1"
"mnnnklmmll","4"
"mnonklmmll","7"
"nnonklmmll","1"
"nnomklmmll","6"
"nmpmklmmll","1"
"nmplklmmll","3"
"nmplllmmll","5"
"omplllmmll","3"
"omplllmmlk","3"
"omolllmmlk","1"
"omolllmmll","3"
"omolllmlll","1"
"onolllmlll","3"
"onokllmlll","7"
"nnnkllmlll","2"
"nnnklmmlll","4"
"nonklmmlll","8"
"nomklmmlll","6"
"mpmklmmlll","1"
"mplklmmlll","3"
"mplllmmlll","8"
"mplllmmlkl","3"
"molllmmlkl","1"
"molllmmlll","3"
"molllmllll","1"
"nolllmllll","3"
"nokllmllll","7"
"nnkllmllll","2"
"nnklmmllll","4"
"onklmmllll","8"
"omklmmllll","6"
"pmklmmllll","1"
"plklmmllll","2"
"plklmmlllm","1"
"plllmmlllm","8"
"plllmmlklm","3"
"olllmmlklm","1"
"olllmmlllm","8"
"olllmllllm","4"
"okllmllllm","7"
"nkllmllllm","2"
"nklmmllllm","12"
"mklmmllllm","4"
"mklmmlllll","3"
"lklmmlllll","2"
"lklmmlllml","1"
"lllmmlllml","8"
"lllmmlklml","4"
"lllmmlllmk","3"
"lllmllllmk","4"
"kllmllllmk","9"
"klmmllllmk","3"
"llmmlklmlk","4"
"llmmlllmkk","3"
"llmllllmkk","10"
"llmllllmkj","3"
"lmmllllmkj","11"
"lmmllllmki","5"
"lmmlllllki","5"
"lmmlllmlki","2"
"lmmlllmlkh","7"
"lmmlklmlkh","4"
"lmmlllmkkh","3"
"lmllllmkkg","10"
"lmllllmkjg","3"
"mmllllmkjg","11"
"mmllllmkig","5"
"mmlllllkig","2"
"mmlllllkih","3"
"mmlllmlkih","2"
"mmlllmlkhh","7"
"mmlklmlkhh","2"
"mmlklmlkhi","2"
"mmlllmkkhi","3"
"mllllmkkgi","7"
"mllllmkkgj","3"
"mllllmkjgj","14"
"mllllmkigj","5"
"mlllllkigj","2"
"mlllllkihj","1"
"mlllllkihi","2"
"mlllmlkihi","2"
"mlllmlkhhi","7"
"mlklmlkhhi","1"
"mlklmlkhhh","1"
"mlklmlkhih","2"
"mlllmkkhih","3"
"llllmkkgih","6"
"llllmkkgig","1"
"llllmkkgjg","3"
"llllmkjgjg","14"
"llllmkigjg","5"
"lllllkigjg","2"
"lllllkihjg","1"
"lllllkihig","2"
"lllmlkihig","2"
"lllmlkhhig","7"
"lklmlkhhig","1"
"lklmlkhhhg","1"
"lklmlkhihg","2"
"lllmkkhihg","3"
"lllmkkgihg","6"
"lllmkkgigg","1"
"lllmkkgjgg","3"
"lllmkjgjgg","12"
"lllmkjgjgh","2"
"lllmkigjgh","1"
"lllmkigjgg","4"
"llllkigjgg","2"
"llllkihjgg","1"
"llllkihigg","2"
"llmlkihigg","2"
"llmlkhhigg","7"
"klmlkhhigg","1"
"klmlkhhhgg","1"
"klmlkhihgg","2"
"llmkkhihgg","3"
"llmkkgihgg","6"
"llmkkgiggg","1"
"llmkkgjggg","3"
"llmkjgjggg","11"
"llmkjgjggf","1"
"llmkjgjghf","2"
"llmkigjghf","1"
"llmkigjggf","4"
"lllkigjggf","1"
"lllkigjggg","1"
"lllkihjggg","1"
"lllkihiggg","2"
"lmlkihiggg","2"
"lmlkhhiggg","7"
"lmlkhhiggh","1"
"lmlkhhhggh","1"
"lmlkhihggh","2"
"lmkkhihggh","3"
"lmkkgihggh","6"
"lmkkgigggh","1"
"lmkkgjgggh","3"
"lmkjgjgggh","11"
"lmkjgjggfh","1"
"lmkjgjghfh","2"
"lmkigjghfh","1"
"lmkigjggfh","3"
"lmkigjggfg","1"
"llkigjggfg","1"
"llkigjgggg","1"
"llkihjgggg","1"
"llkihigggg","2"
"mlkihigggg","2"
"mlkhhigggg","7"
"mlkhhigghg","1"
"mlkhhhgghg","1"
"mlkhihgghg","2"
"mkkhihgghf","3"
"mkkgihgghf","6"
"mkkgiggghf","1"
"mkkgjggghf","3"
"mkjgjggghf","11"
"mkjgjggfhf","1"
"mkjgjghfhf","2"
"mkigjghfhf","1"
"mkigjggfhf","1"
"mkigjggfhe","2"
"mkigjggfge","1"
"lkigjggfge","1"
"lkigjgggge","1"
"lkihjgggge","1"
"lkihigggge","4"
"lkhhigggge","7"
"lkhhigghge","1"
"lkhhhgghge","1"
"lkhihgghge","2"
"kkhihgghfe","1"
"kkhihgghff","2"
"kkgihgghff","6"
"kkgiggghff","1"
"kkgjggghff","3"
"kjgjggghff","11"
"kjgjggfhff","1"
"kjgjghfhff","2"
"kigjghfhff","1"
"kigjggfhff","1"
"kigjggfhef","2"
"kigjggfgef","2"
"kigjggggef","1"
"kihjggggef","1"
"kihiggggef","4"
"khhiggggef","7"
"khhigghgef","1"
"khhhgghgef","1"
"khihgghgef","2"
"khihgghfef","1"
"khihgghfff","2"
"kgihgghfff","6"
"kgiggghfff","1"
"kgjggghfff","3"
"jgjggghfff","11"
"jgjggfhfff","1"
"jgjghfhfff","2"
"igjghfhfff","1"
"igjggfhfff","1"
"igjggfheff","2"
"igjggfgeff","2"
"igjggggeff","1"
"ihjggggeff","1"
"ihiggggeff","4"
"hhiggggeff","7"
"hhigghgeff","1"
"hhhgghgeff","1"
"hihgghgeff","2"
"hihgghfeff","1"
"hihgghffff","2"
"gihgghffff","3"
"gihgghfffg","3"
"giggghfffg","1"
"gjggghfffg","14"
"gjggfhfffg","2"
"gjghfhfffg","3"
"gjggfheffg","2"
"gjggfgeffg","2"
"gjggggeffh","1"
"hjggggeffh","1"
"higgggeffh","11"
"higghgeffh","1"
"hhgghgeffh","1"
"ihgghgeffh","2"
"ihgghfeffh","1"
"ihgghffffh","5"
"ihgghfffgh","3"
"iggghfffgh","1"
"jggghfffgh","14"
"jggfhfffgh","2"
"jghfhfffgh","3"
"jggfheffgh","2"
"jggfgeffgh","2"
"jggggeffhh","2"
"iggggeffhh","11"
"igghgeffhh","1"
"hgghgeffhh","3"
"hgghfeffhh","1"
"hgghffffhh","5"
"hgghfffghh","1"
"hgghfffghg","2"
"ggghfffghg","10"
"ggghfffghf","5"
"ggfhfffghf","2"
"ghfhfffghf","3"
"ggfheffghf","2"
"ggfgeffghf","2"
"ggggeffhhf","4"
"ggggeffhhe","9"
"gghgeffhhe","3"
"gghgeffhhd","1"
"gghfeffhhd","1"
"gghffffhhd","5"
"gghfffghhd","1"
"gghfffghgd","2"
"gghfffghgc","10"
"gghfffghfc","5"
"gfhfffghfc","2"
"hfhfffghfc","3"
"gfheffghfc","2"
"gfgeffghfc","2"
"gggeffhhfc","4"
"gggeffhhec","9"
"ghgeffhhec","2"
"ghgeffhhed","1"
"ghgeffhhdd","1"
"ghfeffhhdd","1"
"ghffffhhdd","4"
"ghffffhhde","1"
"ghfffghhde","1"
"ghfffghgde","2"
"ghfffghgcf","4"
"ghfffghgcg","6"
"ghfffghfcg","5"
"fhfffghfcg","1"
"fhfffghfch","4"
"fheffghfch","2"
"fgeffghfch","2"
"ggeffhhfch","4"
"ggeffhhech","9"
"hgeffhhech","2"
"hgeffhhedh","1"
"hgeffhhddh","1"
"hfeffhhddh","1"
"hffffhhddh","4"
"hffffhhdeh","1"
"hfffghhdeh","1"
"hfffghgdeg","2"
"hfffghgcfg","4"
"hfffghgcgg","6"
"hfffghfcgg","6"
"hfffghfchg","4"
"heffghfchg","1"
"heffghfchf","1"
"geffghfchf","2"
"geffhhfchf","4"
"geffhhechf","11"
"geffhhedhf","1"
"geffhhddhf","1"
"feffhhddhf","1"
"ffffhhddhf","4"
"ffffhhdehf","1"
"fffghhdehf","1"
"fffghgdegf","2"
"fffghgcfgf","4"
"fffghgcggf","6"
"fffghfcggf","6"
"fffghfchgf","4"
"effghfchgf","1"
"effghfchff","3"
"effhhfchff","4"
"effhhechff","11"
"effhhedhff","1"
"effhhddhff","2"
"fffhhddhff","4"
"fffhhdehff","1"
"ffghhdehff","1"
"ffghgdegff","2"
"ffghgcfgff","4"
"ffghgcggff","4"
"ffghgcggfe","2"
"ffghfcggfe","6"
"ffghfchgfe","5"
"ffghfchffe","3"
"ffhhfchffe","4"
"ffhhechffe","11"
"ffhhedhffe","1"
"ffhhddhffe","6"
"ffhhdehffe","1"
"fghhdehffe","1"
"fghgdegffe","2"
"fghgcfgffe","4"
"fghgcggffe","4"
"fghgcggfee","2"
"fghfcggfee","6"
"fghfchgfee","5"
"fghfchffee","3"
"fhhfchffee","4"
"fhhechffee","11"
"fhhedhffee","1"
"fhhddhffee","6"
"fhhdehffee","1"
"ghhdehffee","1"
"ghgdegffee","2"
"ghgcfgffee","4"
"ghgcggffee","4"
"ghgcggfeee","2"
"ghfcggfeee","6"
"ghfchgfeee","5"
"ghfchffeee","3"
"hhfchffeee","4"
"hhechffeee","11"
"hhedhffeee","1"
"hhddhffeee","6"
"hhdehffeee","2"
"hgdegffeee","2"
"hgcfgffeee","4"
"hgcggffeee","4"
"hgcggfeeee","2"
"hfcggfeeee","6"
"hfchgfeeee","5"
"hfchffeeee","7"
"hechffeeee","11"
"hedhffeeee","1"
"hddhffeeee","6"
"hdehffeeee","2"
"gdegffeeee","2"
"gcfgffeeee","4"
"gcggffeeee","4"
"gcggfeeeee","2"
"fcggfeeeee","6"
"fchgfeeeee","5"
"fchffeeeee","7"
"echffeeeee","11"
"edhffeeeee","1"
"ddhffeeeee","6"
"dehffeeeee","2"
"degffeeeee","2"
"cfgffeeeee","4"
"cggffeeeee","4"
"cggfeeeeee","8"
"chgfeeeeee","5"
"chffeeeeee","17"
"feeeeeeeec","11"
"feeeeeeedc","22"
"feeeeeeecc","15"
"feeeeeeecd","2"
"eeeeeeeecd","11"
"eeeeeeedcd","15"
"eeeeeeedce","7"
"eeeeeeecce","15"
"eeeeeeecde","1"
"eeeeeeecdf","12"
"eeeeeedcdf","15"
"eeeeeedcef","2"
"eeeeeedcee","5"
"eeeeeeccee","15"
"eeeeeecdee","1"
"eeeeeecdfe","12"
"eeeeedcdfe","15"
"eeeeedcefe","2"
"eeeeedceee","5"
"eeeeecceee","15"
"eeeeecdeee","1"
"eeeeecdfee","12"
"eeeedcdfee","9"
"eeeedcdfef","6"
"eeeedcefef","2"
"eeeedceeef","5"
"eeeecceeef","10"
"eeeecceeeg","5"
"eeeecdeeeg","1"
"eeeecdfeeg","12"
"eeedcdfeeh","9"
"eeedcdfefh","2"
"eeedcdfefi","4"
"eeedcefefi","2"
"eeedceeefi","3"
"eeedceeefj","2"
"eeecceeefj","6"
"eeecceeefk","4"
"eeecceeegk","5"
"eeecdeeegk","1"
"eeecdfeegk","1"
"eeecdfeegl","11"
"eedcdfeehl","2"
"eedcdfeehm","7"
"eedcdfefhm","2"
"eedcdfefim","4"
"eedcefefim","2"
"eedceeefim","3"
"eedceeefjm","2"
"eecceeefjn","6"
"eecceeefkn","4"
"eecceeegkn","5"
"eecdeeegkn","1"
"eecdfeegkn","1"
"eecdfeegln","9"
"eecdfeeglo","2"
"edcdfeehlo","2"
"edcdfeehmo","7"
"edcdfefhmo","1"
"edcdfefhmn","1"
"edcdfefimn","4"
"edcefefimn","2"
"edceeefimn","3"
"edceeefjmn","2"
"ecceeefjnn","1"
"ecceeefjno","5"
"ecceeefkno","4"
"ecceeegkno","5"
"ecdeeegkno","1"
"ecdfeegkno","1"
"ecdfeeglno","9"
"ecdfeegloo","2"
"dcdfeehloo","2"
"dcdfeehmoo","7"
"dcdfefhmoo","1"
"dcdfefhmno","1"
"dcdfefimno","4"
"dcefefimno","2"
"dceeefimno","3"
"dceeefjmno","2"
"cceeefjnno","1"
"cceeefjnoo","5"
"cceeefknoo","4"
"cceeegknoo","5"
"cdeeegknoo","1"
"cdfeegknoo","1"
"cdfeeglnoo","9"
"cdfeeglooo","2"
"cdfeehlooo","2"
"cdfeehmooo","7"
"cdfefhmooo","1"
"cdfefhmnoo","1"
"cdfefimnoo","4"
"cefefimnoo","2"
"ceeefimnoo","3"
"ceeefjmnoo","2"
"ceeefjnnoo","1"
"ceeefjnooo","5"
"ceeefknooo","4"
"ceeegknooo","5"
"deeegknooo","1"
"dfeegknooo","1"
"dfeeglnoop","9"
"dfeeglooop","2"
"dfeehloooo","2"
"dfeehmoooo","7"
"dfefhmoooo","1"
"dfefhmnooo","1"
"dfefimnooo","4"
"efefimnooo","2"
"eeefimnooo","3"
"eeefjmnooo","2"
"eeefjnnooo","1"
"eeefjnoooo","4"
"eeefjnooon","1"
"eeefknooon","4"
"eeegknooon","6"
"feegknooon","1"
"feeglnoopn","9"
"feeglooopm","2"
"feehloooom","2"
"feehmoooom","7"
"fefhmoooom","1"
"fefhmnooom","1"
"fefimnooom","6"
"eefimnooom","3"
"eefjmnooom","2"
"eefjnnooom","1"
"eefjnoooom","4"
"eefjnooonm","1"
"eefknooonm","4"
"eegknooonm","7"
"eeglnoopnm","9"
"eeglooopmm","2"
"eehloooomm","2"
"eehmoooomm","7"
"efhmoooomm","1"
"efhmnooomm","1"
"efimnooomm","2"
"efimnooomn","7"
"efjmnooomn","2"
"efjnnooomn","1"
"efjnoooomn","2"
"ehloooommo","2"
"ehmoooommo","7"
"fhmoooommo","1"
"fhmnooommo","1"
"fimnooommo","2"
"fimnooomno","4"
"fimnooomnn","3"
"fjmnooomnn","2"
"fjnnooomnn","1"
"fjnoooomnn","1"
"fjnoooomnm","2"
"fjnoooomom","1"
"fjnooonmom","1"
"fknooonmom","3"
"fknooonmol","1"
"gknooonmol","7"
"glnoopnmol","5"
"glnoopnmok","4"
"glooopmmok","2"
"hloooommok","2"
"hmoooommok","5"
"hmoooommoj","3"
"hmnooommoj","1"
"imnooommoj","2"
"imnooomnoj","4"
"imnooomnnj","3"
"jmnooomnnj","2"
"jnnooomnnj","1"
"jnoooomnnj","1"
"jnoooomnmj","2"
"jnoooomomj","1"
"jnooonmomj","1"
"knooonmomj","3"
"knooonmolj","8"
"lnoopnmolj","3"
"lnoopnmolk","2"
"lnoopnmokk","4"
"looopmmokk","2"
"loooommokk","2"
"moooommokk","5"
"moooommojk","3"
"mnooommojk","3"
"mnooomnojk","3"
"mnooomnojl","1"
"mnooomnnjl","5"
"nnooomnnjl","1"
"noooomnnjl","1"
"noooomnmjl","2"
"noooomomjl","1"
"nooonmomjl","4"
"nooonmoljl","8"
"noopnmoljl","2"
"noopnmoljm","1"
"noopnmolkm","2"
"noopnmokkm","4"
"ooopmmokkm","2"
"oooommokkn","7"
"oooommojkn","1"
"oooommojko","2"
"nooommojko","3"
"nooomnojko","3"
"nooomnojlp","1"
"nooomnnjlp","6"
"oooomnnjlp","1"
"oooomnmjlq","2"
"oooomomjlq","1"
"ooonmomjlq","4"
"ooonmoljlq","2"
"ooonmoljlr","6"
"oopnmoljlr","2"
"oopnmoljmr","1"
"oopnmolkmr","2"
"oopnmokkmr","4"
"oopmmokkmr","2"
"ooommokknr","3"
"ooommokkns","4"
"ooommojkns","1"
"ooommojkos","5"
"ooomnojkos","3"
"ooomnojlps","1"
"ooomnnjlps","7"
"ooomnmjlqs","2"
"ooomomjlqs","1"
"oonmomjlqs","4"
"oonmoljlqs","2"
"oonmoljlrs","6"
"opnmoljlrs","2"
"opnmoljmrs","1"
"opnmolkmrs","2"
"opnmokkmrs","4"
"opmmokkmrs","2"
"oommokknrs","3"
"oommokknss","4"
"oommojknss","1"
"oommojkoss","5"
"oomnojkoss","3"
"oomnojlpss","1"
"oomnnjlpss","7"
"oomnmjlqss","2"
"oomomjlqss","1"
"onmomjlqss","2"
"onmomjlqsr","2"
"onmoljlqsr","2"
"onmoljlrsr","6"
"pnmoljlrsr","2"
"pnmoljmrsr","1"
"pnmolkmrsr","2"
"pnmokkmrsr","4"
"pmmokkmrsr","2"
"ommokknrsr","1"
"ommokknrsq","2"
"ommokknssq","4"
"ommojknssq","1"
"ommojkossq","5"
"omnojkossq","1"
"omnojkossp","2"
"omnojlpssp","1"
"omnnjlpssp","7"
"omnmjlqssp","2"
"omomjlqssp","1"
"nmomjlqssp","2"
"nmomjlqsrp","2"
"nmoljlqsrp","2"
"nmoljlrsrp","5"
"nmoljlrsro","3"
"nmoljmrsro","1"
"nmolkmrsro","2"
"nmokkmrsro","4"
"mmokkmrsro","2"
"mmokknrsro","1"
"mmokknrsqo","2"
"mmokknssqo","4"
"mmojknssqo","1"
"mmojkossqo","5"
"mnojkossqo","1"
"mnojkosspo","2"
"mnojlpsspo","1"
"mnnjlpsspo","3"
"mnnjlpsspn","4"
"mnmjlqsspn","2"
"momjlqsspn","3"
"momjlqsrpn","2"
"moljlqsrpn","2"
"moljlrsrpn","5"
"moljlrsron","3"
"moljmrsron","1"
"molkmrsron","2"
"mokkmrsron","6"
"mokknrsron","1"
"mokknrsqon","2"
"mokknssqon","4"
"mojknssqon","1"
"mojkossqon","5"
"nojkossqon","1"
"nojkosspon","2"
"nojlpsspon","1"
"nnjlpsspon","3"
"nnjlpsspnn","4"
"nmjlqsspnn","2"
"omjlqsspnn","3"
"omjlqsrpnn","2"
"oljlqsrpnn","2"
"oljlrsrpnn","5"
"oljlrsronn","3"
"oljmrsronn","1"
"olkmrsronn","2"
"okkmrsronn","6"
"okknrsronn","1"
"okknrsqonn","2"
"okknssqonn","4"
"ojknssqonn","1"
"ojkossqonn","6"
"ojkossponn","2"
"ojlpssponn","1"
"njlpssponn","3"
"njlpsspnnn","4"
"mjlqsspnnn","5"
"mjlqsrpnnn","2"
"ljlqsrpnnn","2"
"ljlrsrpnnn","5"
"ljlrsronnn","3"
"ljmrsronnn","1"
"lkmrsronnn","2"
"kkmrsronnn","5"
"qonnnlkjkh","2"
"ponnnlkjkh","3"
"ponnnlkjki","2"
"ponnmlkjki","1"
"pnnnmlkjki","1"
"pnnnmlkjji","3"
"pnnnmlkkji","3"
"pnnnmlkkjj","11"
"onnnmkkkjj","6"
"onnnlkkkjj","6"
"onnnlkjkjj","5"
"onnnlkjkij","3"
"onnnlkjkik","6"
"onnnlkjkhk","5"
"onnmlkjkik","1"
"nnnmlkjkik","1"
"nnnmlkjjik","3"
"nnnmlkkjik","3"
"nnnmlkkjjk","11"
"nnnmkkkjjk","6"
"nnnlkkkjjk","1"
"nnnlkkkjjl","5"
"nnnlkjkjjl","5"
"nnnlkjkijl","3"
"nnnlkjkikl","1"
"nnnlkjkikm","5"
"nnnlkjkhkm","5"
"nnmlkjkikm","2"
"nnmlkjjikm","1"
"nnmlkjjikn","2"
"nnmlkkjikn","3"
"nnmlkkjjkn","7"
"nnmlkkjjko","4"
"nnmkkkjjko","6"
"nnlkkkjjko","1"
"nnlkkkjjlo","4"
"nnlkkkjjlp","1"
"nnlkjkjjlp","5"
"nnlkjkijlp","3"
"nnlkjkiklp","1"
"nnlkjkikmp","5"
"nnlkjkhkmp","5"
"nmlkjkikmq","2"
"nmlkjjikmq","1"
"nmlkjjiknq","2"
"nmlkkjiknq","3"
"nmlkkjjknq","7"
"nmlkkjjkoq","4"
"nmkkkjjkoq","6"
"nlkkkjjkoq","1"
"nlkkkjjloq","4"
